"","text","emotion","polarity"
"1096","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1097","impress wife interesting article","joy","positive"
"1098","because we got the cheapest nespresso i cannot hear the nd track on this frank ocean album but its another small price to pay","unknown","neutral"
"1099","cocomelts get one for me p and bring a nespresso machine","sadness","negative"
"1100","went to the nespresso store today amp all the guys working were handsome should forgot about online shopping and go there instead lt","unknown","positive"
"1101","im at boutique nespresso","unknown","positive"
"1102","rt coffeechocexp dirty cup dirty machine make it clean with caffenu nespresso compatible available at coffeechocsep htt…","joy","negative"
"1103","notmylie amazon yeah me to really want a nespresso","unknown","positive"
"1104","rt shazjera how creative is this gtgtgt sum of their stories wedding gift wrap nespresso boxesvia sumoftheirstor…","unknown","positive"
"1105","nespresso will u restock on your cafecito de cuba","unknown","positive"
"1106","that time youre cleaning out your pantry and find an entire unopened sleeve of vanilla amaretti nespresso capsules yay yum easytoplease","unknown","positive"
"1107","robertobobinio ok ill have a butchers at those i just like what the nespresso machines do intense flaves etc tess likes that laté stuff","joy","neutral"
"1108","bjarnekj morning isnt morning without my nespressothanks for the favourite","unknown","positive"
"1109","davidtucker if you do we also have the nespresso vertuoline at home and think it is better than the sbux sbux is at work only now","unknown","positive"
"1110","nespressocompatible coffee capsule comparison testreview","unknown","positive"
"1111","free downloadproven strategies for purposedriven sustainability innovation ft jetblue rei nespresso amp more","unknown","positive"
"1112","cant wait to stare pensively from my kitchen window drinking an espresso in my pants from one of these <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64>nespresso","unknown","positive"
"1113","bless our nespresso <U+2615> i make this every morning in underminutes","unknown","positive"
"1114","janezlapajne nespresso o wow","unknown","positive"
"1115","great article about a great company rriveteryou can now pickup shaveology products in their bethesda store","joy","positive"
"1116","degrees ill still likely switch to nespresso at some point because sbux seems to not be doing much more with the verismo","unknown","negative"
"1117","its good but wheres the espumita cubancoffee nespresso","joy","positive"
"1118","nespresso capsule collected after the trying of rearrangement for delivering but no response for a week free service huh","unknown","neutral"
"1119","caffeinemag pccoffeeuk please leave desperado er nespresso alone that way the rest of us can have all the speciality good stuff <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31>","joy","negative"
"1120","ar specialist ar specialistjob number rtdescription nespresso ampndash ultimate…","unknown","positive"
"1121","okay we need to have a serious conversation ive been drinking nespresso for years and im still not george clooney wtf","unknown","negative"
"1122","just set up my nespresso in my bedroom resigning myself to a life of of being single and confined to one room eva","unknown","positive"
"1123","blondshelley oh thank you and wiki <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E39> looks like a nespresso not like an alien <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E31><U+623C><U+3E65>","joy","positive"
"1124","rt engagecuba real cuban coffee will finally be available in usnespresso","unknown","positive"
"1125","rt caffeinemag before you buy a nespresso machine this xmas the coffee will costper kilo a good roasters house blend will cost abo…","joy","positive"
"1126","reloadednespresso lifeisgood","unknown","positive"
"1127","rt caffeinemag before you buy a nespresso machine this xmas the coffee will costper kilo a good roasters house blend will cost abo…","joy","positive"
"1128","rt nespressousa ice cream and icedcoffee our recipe for beating the heat","unknown","negative"
"1129","scriptwriting in the sunshine sponsored by nespresso courtesy of…","unknown","positive"
"1130","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1131","my midmorning dharkan intenso nespresso with pannalove ir delicious coffeetime photo…","unknown","positive"
"1132","portsmouth freegle offered old nespresso machine southseaattachment","unknown","positive"
"1133","i liked a youtube videowaycap compatible nespresso capsuleswaycap on kickstarter","joy","positive"
"1134","back to school morning quiet coffeeaddict nespresso metime mysouthernlivingdeerfield…","unknown","positive"
"1135","i didnt know that there is going to be a new permanent nespresso shop in bristol omg<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E64> in cribbs causewaybut at least closer than london","unknown","neutral"
"1136","free downloadproven strategies for purposedriven sustainability innovation ft jetblue rei nespresso amp more","unknown","positive"
"1137","<U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E32> i love how the people at nespresso try to convince you that theyre selling gold dust","joy","neutral"
"1138","v disappointed to learn the temperature induced vision of george clooney looking after me with nespresso amp galaxychocolate wasnt realill","unknown","neutral"
"1139","rt maintoolme join us on thunderclap and win a nespresso machine to make your mornings brighter click here to enter …","unknown","positive"
"1140","nespressopunching the clock ftpw","unknown","positive"
"1141","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1142","i have a strange love affair with my nespresso machine awake bestgadgetever","joy","neutral"
"1143","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1144","whats the shell casually the nespresso d espresso machines enqoayx","unknown","positive"
"1145","nespresso nespressousa bring back the napoli blend","unknown","positive"
"1146","check out magimix nespresso inissia coffeemachineblack by magimix","unknown","positive"
"1147","rt specialbid nespressopixie espresso makercoffeemakertitan","unknown","positive"
"1148","check out nespresso inissia coffee capsule machine with aeroccinoby kr by krups","unknown","positive"
"1149","office makeover was a huge success with one exception my verismo diedmy wife is eyeing a nespresso machine for me for christmas","unknown","positive"
"1150","pactcoffee do your capsules fit nespresso machines which take these capsules","anger","positive"
"1151","ice cream and icedcoffee our recipe for beating the heat","unknown","negative"
"1152","tommichaeljoy made a coffee at work with the proper nice nespresso machine it overheated the coffee so it split the milk <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E32><U+393C><U+3E34>","unknown","positive"
"1153","nespresso do nespresso capsules contain shellac or any other animalderived ingredient nespressousa","unknown","positive"
"1154","win a nespresso coffee machine wwgiveaways free","unknown","positive"
"1155","early morning flight planning pre gym earlystart nespresso <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+393C><U+3E63><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E65><U+653C><U+3E64><U+623C><U+3E34><U+393C><U+3E38><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E63><U+653C><U+3E64><U+623C><U+3E66><U+623C><U+3E62><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E33><U+393C><U+3E64><U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E62><U+613C><U+3E39><U+2615><U+FE0F>scotsmans hill","unknown","negative"
"1156","lavender iced nespresso coffee","unknown","positive"
"1157","totally hooked on nespresso at the moment <U+653C><U+3E64><U+613C><U+3E30><U+623C><U+3E64><U+653C><U+3E64><U+623C><U+3E38><U+383C><U+3E31> nespresso espresso coffee prettycup…","unknown","positive"
"1158","rt nespressousa enjoy the perfect iced coffee without leaving home discover the simple step recipes…","joy","positive"
"1159","whats the excavate all round the nespresso d espresso machines yqxvuzhct","unknown","positive"
"1160","nicolem thanks nicole enjoy cafecito de cuba and stop by our miami boutique on lincoln road for a delicious instore indulgence","joy","positive"
"1161","coffee talk with nespressousa this morning on the blog","unknown","positive"
"1162","wheelsmillbz it is one of our favorite morning lungo how will you spend your nespressomorning","unknown","positive"
"1163","ovadyan morning isnt morning without my nespressothanks for the favourite","unknown","positive"
"1164","a busy nightshift last night but powering on with station manager interview prep double nespresso coffee hit required then ready for more","unknown","negative"
